;link.law;actor;date;link.statement
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Bundesverband der Deutschen Industrie e.V.;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_BDI_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=3
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Bund der VersichertenBundes-Arbeitsgemeinschaft für Familien-Mediation e.V.;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_BAFM_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Bund der Versicherten;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_Bund-der-Versicherten_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Handelsverband Deutschland (HDE) e. V.;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_HDE_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Bundesarchitektenkammer;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_Bundesarchitektenkammer_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Gesamtverband der deutschen Versicherungswirtschaft e. V.;13. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02132019_Stellungnahme_GDV_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Bundesverband E-Commerce und Versandhandel Deutschland e.V. -;13. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02132019_Stellungnahme_behv_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Deutsche Gesellschaft für Außergerichtliche Streitbeilegung in der Bau- und Immobilienwirtschaft e. V.;12. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02122019_Stellungnahme_DGA-Bau_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;11. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02112019_Stellungnahme_BAGues_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;11. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02112019_Stellungnahme_DLT_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Interessenverband für das Rechts- und Finanzconsulting deutscher online-Unternehmer e.V.;11. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02112019_Stellungnahme_IDO_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=3
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;09. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02092019_Stellungnahme_Bundesforum_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Kommissariat der deutschen Bischöffe;08. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02082019_Stellungnahme_bischoeffe_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;08. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02082019_Stellungnahme_BAGuAV_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;08. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02082019_Stellungnahme_ASB_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;08. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02082019_Stellungnahme_BDR_Betreuerveruetung.pdf?__blob=publicationFile&v=3
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;08. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02082019_Stellungnahme_BVLH_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;08. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02082019_Stellungnahme_BAGFW_Betreuerveruetung.pdf?__blob=publicationFile&v=1
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Bundesverband für körper- und mehrfachbehinderte Menschen e.V. (bvkm);07. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02072019_Stellungnahme_bvkm_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;07. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02072019_Stellungnahme_Bremen_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Bundesvereinigung Kreditankauf und Sen/icing e. V.;07. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02072019_Stellungnahme_BKS_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;NA;06. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02062019_Stellungnahme_APK_Betreuerveruetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Berufsverband evangelische Behindertenhilfe e.V.;06. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02062019_Stellungnahme_BeB_Betreuerverguetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Berufsverband der Berufsbetreuer e.V.;05. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02052019_Stellungnahme_BdB_Betreuerverguetung.pdf?__blob=publicationFile&v=3
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Verband privater Bauherren;04. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02042019_Stellungnahme_VPB_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Evangelische Frauen in Hessen und Nassau e.V.;04. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/04022019_Stellungnahme_Ev-Frauen-Hessen_Schwangerschaft.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Evangelische Kirche in Deutschland;04. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/04022019_Stellungnahme_EKD_Schwangerschaft.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;pro familia;04. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01422019_Stellungnahme_pro-familia_Schwangerschaft.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Zentralverband des deutschen Handwerks;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_Zentralverband-Dt-Handwerk_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Verband der Insolvenzverwalter;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_VID_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Schlichtungsstelle Nahverkehr;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_Schlichtungsstelle-Nahverkehr_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Ombudsmann für Versicherungen;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_ombudsmann-Versicherungen_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Deutscher Industrie- und Handelskammertag;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_DIHK_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;Bundesrechtsanwaltskammer;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_Bundesrechtsanwaltskammer_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=3
Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;ADAC;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_ADAC_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=4
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Katholischer Deutscher Frauenbund;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_KDFB_Schwangerschaft.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Bundesärztekammer;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_BundesAerzteKammer_Schwangerschaft.pdf?__blob=publicationFile&v=4
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Kommissariat der deutschen Bischöfe – Katholisches Büro in Berlin –;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_kath-Buero_Schwangerschaft.pdf?__blob=publicationFile&v=4
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Prof. Dr. Dr. h.c. Michael Kubiciel;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_Prof.-Kubiciel_Schwangerschaft.pdf?__blob=publicationFile&v=5
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Institut für Weltanschauungsrecht (ifw);01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_Institut-Weltanschauung_Schwangerschaft.pdf?__blob=publicationFile&v=4
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Arbeitskreis Frauengesundheit;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_AK-Frauengesundheit_Schwangerschaft.pdf?__blob=publicationFile&v=4
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;donum vitae Bundesverband e.V.,;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_donum-vitae_Schwangerschaft.pdf?__blob=publicationFile&v=4
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Deutsche Frauenrat (DF);01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_Dt-Frauenrat_Schwangerschaft.pdf?__blob=publicationFile&v=4
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Deutscher Gewerkschaftsbund;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_DGB_Schwangerschaft.pdf?__blob=publicationFile&v=4
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;verdi;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_verdi_Schwangerschaft.pdf?__blob=publicationFile&v=5
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Bundesarbeitsgemeinschaft Psychiatrie-Erfahrener e.V.;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_BPE_Betreuerverguetung.pdf?__blob=publicationFile&v=3
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Betreuungsgerichtstag e.V.;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_BGT_Betreuerverguetung.pdf?__blob=publicationFile&v=3
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Bundesverband freier Berufsbetreuer;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_BVfB_Betreuerverguetung.pdf?__blob=publicationFile&v=3
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Bundeskonferenz der Betreuungsvereine;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_BUKO_Betreuerverguetung.pdf?__blob=publicationFile&v=2
Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;Bundesarbeitsgemeinschaft Selbsthilfe von Menschen mit Behinderung, chronischer Erkrankung und ihren Angehörigen e.V.;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02072019_Stellungnahme_Selbsthilfe_Betreuerverguetung.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Stellungnahme Deutscher Juristinnenbund e.V.;31. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/31012019_Stellungnahme_DJB_Schwangerschaft.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;Berufsverband der Frauenärzte e.V.;31. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/31012019_Stellungnahme_BV-Frauenaerzte_Schwangerschaft.pdf?__blob=publicationFile&v=4
